access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids,federal_agency
public,24 hours daily,,,2026-08-31,,ELEC,Public,256335,,2023-03-15,,[],False,E,,,CITRON APT CITRON 1,888-758-4389,2026-08-31T02:06:39Z,GPS,33.82972,-117.903151,Anaheim,US,Garage Level 1 South Entrance,,CA,901 E. South St,92805,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL12959081'], 'posts': ['22252231']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,256336,,2023-03-15,,[],False,E,,,CITRON APT CITRON 2,888-758-4389,2026-08-31T02:07:40Z,GPS,33.829771,-117.902984,Anaheim,US,Garage Level 1 South Entrance,,CA,901 E. South St,92805,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13002291'], 'posts': ['22300571']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,256443,,2023-03-17,,[],False,E,,,COAST COLLEGES OCC 5B,888-758-4389,2026-08-31T01:33:47Z,GPS,33.673659,-117.911409,Costa Mesa,US,Kinesiology 1,,CA,Monitor Way,92626,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL3181151'], 'posts': ['4624251', '4624261']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,256759,,2023-03-21,,[],False,E,,,RSCCD PARKING LOT 11 ST 4 CD,888-758-4389,2026-08-31T00:58:43Z,GPS,33.757306,-117.890124,Santa Ana,US,South side of parking lot along Campus Drive,,CA,1530 W 17th St,92706,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL105097'], 'posts': ['23804951', '23804961']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257327,,2023-03-30,,[],False,E,,,IRVINE  CO  OFC IOP 210 32,888-758-4389,2026-08-31T02:10:36Z,GPS,33.680047,-117.762507,Irvine,US,,,CA,210 Progress,92618,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13124931'], 'posts': ['22444851']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257328,,2023-03-30,,[],False,E,,,IRVINE  CO  OFC IOP 210 31,888-758-4389,2026-08-31T02:10:37Z,GPS,33.680019,-117.762471,Irvine,US,,,CA,210 Progress,92618,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13124941'], 'posts': ['22444861']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257329,,2023-03-30,,[],False,E,,,IRVINE  CO  OFC IOP 210 30,888-758-4389,2026-08-31T02:10:37Z,GPS,33.680013,-117.762545,Irvine,US,,,CA,210 Progress,92618,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13124951'], 'posts': ['22444871', '22444881']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257330,,2023-03-30,,[],False,E,,,IRVINE  CO  OFC IOP 210 29,888-758-4389,2026-08-31T02:10:38Z,GPS,33.679986,-117.762504,Irvine,US,,,CA,210 Progress,92618,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13124981'], 'posts': ['22444921', '22444931']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257331,,2023-03-30,,[],False,E,,,IRVINE  CO  OFC IOP 220 33,888-758-4389,2026-08-31T02:10:39Z,GPS,33.679896,-117.764307,Irvine,US,To rt. Of main front entrance Innovation 220,,CA,220 Progress,92618,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13125051'], 'posts': ['22445051']}",
public,24 hours daily,,,2026-08-31,2026-03-14,ELEC,TEMPORARILY UNAVAILABLE (Public),257422,,2023-02-23,,[],False,T,,,Huntington Bayshore,888-998-2546,2026-08-31T00:18:09Z,GPS,33.659679,-117.997183,Huntington Beach,US,,,CA,330 Lake Street,92648,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,https://blinkcharging.com,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"[{'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 8.6, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 8.6, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['c9d37026-0dad-40b4-b731-2d240987fc19'], 'posts': ['496210d0-72b9-5ed0-018f-e1eeb2a9e225', 'c059b937-cd93-5b3f-98f0-c0413b6920dd']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257564,,2023-03-31,,[],False,E,,,SANTA ANA ROSS 3,888-758-4389,2026-08-31T02:13:22Z,GPS,33.750223,-117.872973,Santa Ana,US,,,CA,20 Civic Center Plaza,92701,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13291251'], 'posts': ['22635951', '22635961']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257565,,2023-03-31,,[],False,E,,,SANTA ANA ROSS 2,888-758-4389,2026-08-31T02:14:07Z,GPS,33.750278,-117.873157,Santa Ana,US,,,CA,20 Civic Center Plaza,92701,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13331151'], 'posts': ['22682291', '22682301']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257769,,2023-04-01,,[],False,E,,,IRVINE  CO  OFC IOP 220 34,888-758-4389,2026-08-31T02:10:39Z,GPS,33.679967,-117.76441,Irvine,US,,,CA,220 Progress,92618,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13125041'], 'posts': ['22445041']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257770,,2023-04-01,,[],False,E,,,IRVINE  CO  OFC IOP 230 36,888-758-4389,2026-08-31T02:10:46Z,GPS,33.681332,-117.763927,Irvine,US,,,CA,230 Progress,92618,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13132141'], 'posts': ['22453271', '22453281']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257771,,2023-04-01,,[],False,E,,,IRVINE  CO  OFC IOP 230 37,888-758-4389,2026-08-31T02:10:46Z,GPS,33.681359,-117.763895,Irvine,US,,,CA,230 Progress,92618,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13132171'], 'posts': ['22453311']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257772,,2023-04-01,,[],False,E,,,IRVINE  CO  OFC IOP 230 35,888-758-4389,2026-08-31T02:10:46Z,GPS,33.681301,-117.763955,Irvine,US,,,CA,230 Progress,92618,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13132201'], 'posts': ['22453351', '22453361']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257789,,2023-04-01,,[],False,E,,,GRF EV CHARGING GRF EV 3,888-758-4389,2026-08-31T02:17:24Z,GPS,33.76205,-118.07942,Seal Beach,US,,,CA,13870 Church Pl,90740,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13556171'], 'posts': ['22934361', '22934371']}",
public,24 hours daily,,,2026-08-31,2026-08-05,ELEC,TEMPORARILY UNAVAILABLE (Public),257790,,2023-04-01,,[],False,T,,,GRF EV CHARGING GRF EV 4,888-758-4389,2026-08-31T02:17:24Z,GPS,33.76207,-118.07938,Seal Beach,US,,,CA,1920 St. Andrews,90740,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13556221'], 'posts': ['22934431']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257791,,2023-04-01,,[],False,E,,,GRF EV CHARGING GRF EV 2,888-758-4389,2026-08-31T02:17:24Z,GPS,33.762093,-118.07928,Seal Beach,US,,,CA,1920 St. Andrews Street,90740,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13556231'], 'posts': ['22934441', '22934451']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,257792,,2023-04-01,,[],False,E,,,GRF EV CHARGING GRF EV 1,888-758-4389,2026-08-31T02:17:24Z,GPS,33.762035,-118.079185,Seal Beach,US,,,CA,1920 St. Andrews Street,90740,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL13556261'], 'posts': ['22934481']}",
